algo,boundary_hit_ratio_ci95_high,boundary_hit_ratio_ci95_low,boundary_hit_ratio_mean,boundary_hit_ratio_std,collision_agent_ratio_ci95_high,collision_agent_ratio_ci95_low,collision_agent_ratio_mean,collision_agent_ratio_std,completed_mean_ci95_high,completed_mean_ci95_low,completed_mean_mean,completed_mean_std,completed_value_mean_ci95_high,completed_value_mean_ci95_low,completed_value_mean_mean,completed_value_mean_std,coverage_overlap_ratio_mean_ci95_high,coverage_overlap_ratio_mean_ci95_low,coverage_overlap_ratio_mean_mean,coverage_overlap_ratio_mean_std,detected_mean_ci95_high,detected_mean_ci95_low,detected_mean_mean,detected_mean_std,detected_to_completed_ratio_ci95_high,detected_to_completed_ratio_ci95_low,detected_to_completed_ratio_mean,detected_to_completed_ratio_std,detected_value_mean_ci95_high,detected_value_mean_ci95_low,detected_value_mean_mean,detected_value_mean_std,detection_probability,episode_length_mean_ci95_high,episode_length_mean_ci95_low,episode_length_mean_mean,episode_length_mean_std,first_completion_step_mean_ci95_high,first_completion_step_mean_ci95_low,first_completion_step_mean_mean,first_completion_step_mean_std,first_detection_step_mean_ci95_high,first_detection_step_mean_ci95_low,first_detection_step_mean_mean,first_detection_step_mean_std,global_state_mode,had_completion_mean_ci95_high,had_completion_mean_ci95_low,had_completion_mean_mean,had_completion_mean_std,had_detection_mean_ci95_high,had_detection_mean_ci95_low,had_detection_mean_mean,had_detection_mean_std,is_baseline,knowledge_overlap_ratio_mean_ci95_high,knowledge_overlap_ratio_mean_ci95_low,knowledge_overlap_ratio_mean_mean,knowledge_overlap_ratio_mean_std,local_new_observed_cells_per_decision_ci95_high,local_new_observed_cells_per_decision_ci95_low,local_new_observed_cells_per_decision_mean,local_new_observed_cells_per_decision_std,local_sensor_revisit_ratio_ci95_high,local_sensor_revisit_ratio_ci95_low,local_sensor_revisit_ratio_mean,local_sensor_revisit_ratio_std,mean_local_coverage_ratio_mean_ci95_high,mean_local_coverage_ratio_mean_ci95_low,mean_local_coverage_ratio_mean_mean,mean_local_coverage_ratio_mean_std,n_training_seeds,new_observed_cells_per_step_ci95_high,new_observed_cells_per_step_ci95_low,new_observed_cells_per_step_mean,new_observed_cells_per_step_std,policy_mode,revisit_ratio_ci95_high,revisit_ratio_ci95_low,revisit_ratio_mean,revisit_ratio_std,reward_mean_ci95_high,reward_mean_ci95_low,reward_mean_mean,reward_mean_std,reward_mode,scope,sensor_coverage_ratio_mean_ci95_high,sensor_coverage_ratio_mean_ci95_low,sensor_coverage_ratio_mean_mean,sensor_coverage_ratio_mean_std,sensor_revisit_ratio_ci95_high,sensor_revisit_ratio_ci95_low,sensor_revisit_ratio_mean,sensor_revisit_ratio_std,simultaneous_sensor_overlap_ratio_mean_ci95_high,simultaneous_sensor_overlap_ratio_mean_ci95_low,simultaneous_sensor_overlap_ratio_mean_mean,simultaneous_sensor_overlap_ratio_mean_std,stay_ratio_ci95_high,stay_ratio_ci95_low,stay_ratio_mean,stay_ratio_std,team_coverage_ratio_mean_ci95_high,team_coverage_ratio_mean_ci95_low,team_coverage_ratio_mean_mean,team_coverage_ratio_mean_std,team_new_observed_cells_per_env_step_ci95_high,team_new_observed_cells_per_env_step_ci95_low,team_new_observed_cells_per_env_step_mean,team_new_observed_cells_per_env_step_std,tracking_progress_ratio_ci95_high,tracking_progress_ratio_ci95_low,tracking_progress_ratio_mean,tracking_progress_ratio_std,training_seeds,uncertainty_unit
baseline_local_frontier,nan,nan,0.0,nan,nan,nan,0.381615925058548,nan,3.732933218675981,3.5737334479906857,3.6533333333333333,0.7022503510540635,4.673737278826184,4.472929387840482,4.573333333333333,0.8857890393441444,0.5464812804285666,0.4880773583377363,0.5172793193831514,0.25762709716646703,3.736183113481207,3.5771502198521263,3.6566666666666667,0.70151423522422,nan,nan,0.9990884229717412,nan,4.677038615886874,4.47629471744646,4.576666666666667,0.8855067601222604,0.7,90.42899921691641,80.3710007830836,85.4,44.367104931469214,13.00110852215224,10.691199170155453,11.846153846153847,10.172249462146711,9.183775153931347,6.883114478175678,8.033444816053512,10.131520659590903,memory_union,1.0032,0.9901333333333334,0.9966666666666667,0.05763872155263527,1.0032,0.9901333333333334,0.9966666666666667,0.05763872155263527,True,0.17067768159977212,0.11987787395578339,0.14527777777777776,0.2240843852846402,nan,nan,2.233489461358314,nan,nan,nan,0.474199843871975,nan,0.5007459794528,0.45795402148895337,0.47935000047087667,0.1887607461558849,1,,,,,deterministic,,,,,12.72348571729668,10.338677065032789,11.531081391164735,10.519692999807695,task_potential,multi,,,,,,,,,nan,nan,0.1873380713290692,nan,nan,nan,0.0,nan,0.8406514591965069,0.8050485443082462,0.8228500017523765,0.1570489666612218,nan,nan,3.818969555035129,nan,nan,nan,0.042805100182149364,nan,999,evaluation_episode
baseline_local_frontier,nan,nan,0.0,nan,nan,nan,0.32519118093139837,nan,3.869873464228879,3.7301265357711206,3.8,0.6164414002968976,4.840265581144495,4.659734418855505,4.75,0.796345821026686,0.4770756706103141,0.42083214376434197,0.448953907187328,0.24809732012855776,3.869873464228879,3.7301265357711206,3.8,0.6164414002968976,nan,nan,1.0,nan,4.840265581144495,4.659734418855505,4.75,0.796345821026686,1.0,74.07617652637433,65.117156806959,69.59666666666666,39.51937063713889,11.161149045176835,9.467613496629184,10.31438127090301,7.4578970200490105,7.230933272711129,5.551675422941045,6.391304347826087,7.395021689644699,memory_union,1.0032,0.9901333333333334,0.9966666666666667,0.05763872155263527,1.0032,0.9901333333333334,0.9966666666666667,0.05763872155263527,True,0.15436000378073655,0.10786221844148565,0.1311111111111111,0.20510762004974153,nan,nan,2.4947076009387423,nan,nan,nan,0.40033845809984514,nan,0.45651345531697207,0.41660320793037475,0.4365583316236734,0.17604915583261774,1,,,,,deterministic,,,,,15.812823643342245,13.758493024688853,14.78565833401555,9.061912538695085,task_potential,multi,,,,,,,,,nan,nan,0.16825578327968507,nan,nan,nan,0.0,nan,0.8195780135388807,0.7840053229336307,0.8017916682362557,0.1569156435209732,nan,nan,4.565113271708415,nan,nan,nan,0.054600316107093254,nan,999,evaluation_episode
baseline_random,nan,nan,0.0,nan,nan,nan,0.005377777777777778,nan,0.16922730375757664,0.09077269624242337,0.13,0.34607320998116375,0.22409605066806476,0.11590394933193526,0.17,0.4772490614623215,0.3529454553040676,0.3158427985668001,0.33439412693543386,0.1636645178986508,2.5402607173804275,2.306405949286239,2.4233333333333333,1.0315629996380358,nan,nan,0.05364511691884457,nan,3.152636816562537,2.847363183437463,3.0,1.346600658448277,0.7,150.0,150.0,150.0,0.0,99.3376522693313,72.71497930961607,86.02631578947368,41.31107079993351,25.054668680294967,18.4795778950475,21.767123287671232,28.612920037884795,memory_union,0.16436669411841404,0.08896663921491932,0.12666666666666668,0.33259919155377127,0.9915947994452294,0.9550718672214373,0.9733333333333334,0.16110727964792765,True,0.10120104235191033,0.04991006875920076,0.07555555555555554,0.22625098049033843,nan,nan,0.7292222222222222,nan,nan,nan,0.7240814814814814,nan,0.2810434930169971,0.27087317659016535,0.27595833480358123,0.04486255382359825,1,,,,,deterministic,,,,,-7.6053768728751,-8.205712844773178,-7.905544858824139,2.648158004254897,task_potential,multi,,,,,,,,,nan,nan,0.03522813352713713,nan,nan,nan,0.0,nan,0.6175003349935275,0.5946496671283978,0.6060750010609627,0.1007971899772933,nan,nan,1.5962,nan,nan,nan,0.009585185185185184,nan,999,evaluation_episode
baseline_random,nan,nan,0.0,nan,nan,nan,0.005377777777777778,nan,0.16922730375757664,0.09077269624242337,0.13,0.34607320998116375,0.22409605066806476,0.11590394933193526,0.17,0.4772490614623215,0.3529454553040676,0.3158427985668001,0.33439412693543386,0.1636645178986508,2.6168840338498285,2.3831159661501715,2.5,1.0311805532172014,nan,nan,0.052,nan,3.2493310713370516,2.944002261996282,3.0966666666666667,1.3468440477237478,1.0,150.0,150.0,150.0,0.0,99.3376522693313,72.71497930961607,86.02631578947368,41.31107079993351,22.238419329160685,16.131443684537942,19.184931506849313,26.5758164411906,memory_union,0.16436669411841404,0.08896663921491932,0.12666666666666668,0.33259919155377127,0.9915947994452294,0.9550718672214373,0.9733333333333334,0.16110727964792765,True,0.10875522401600052,0.0551336648728884,0.08194444444444446,0.23653148852051048,nan,nan,0.7292222222222222,nan,nan,nan,0.7240814814814814,nan,0.2810434930169971,0.27087317659016535,0.27595833480358123,0.04486255382359825,1,,,,,deterministic,,,,,-7.750662496838456,-8.354449443032046,-8.05255596993525,2.6633806889363467,task_potential,multi,,,,,,,,,nan,nan,0.03522813352713713,nan,nan,nan,0.0,nan,0.6175003349935275,0.5946496671283978,0.6060750010609627,0.1007971899772933,nan,nan,1.5962,nan,nan,nan,0.009614814814814816,nan,999,evaluation_episode
bayes_qmix_independent,0.0,0.0,0.0,0.0,0.10089753144857197,0.032934567316860126,0.06691604938271604,0.013678283396363712,0.5383035714073833,0.08614087303706117,0.31222222222222223,0.09100264546419232,0.7060767856929315,0.09836765875151288,0.4022222222222222,0.12230805067230553,0.39309678818076343,0.2653107133908714,0.32920375078581743,0.025718333027642273,2.6047707092996353,2.2930070684781434,2.4488888888888893,0.06274581290442462,0.2300277840794564,0.026342718970612036,0.1281852515250342,0.040993827737798416,3.267828420966049,2.8810604679228393,3.074444444444444,0.07784124394727548,0.7,150.0,150.0,150.0,0.0,59.13165701638365,41.215145280418646,50.17340114840115,3.605892240424757,34.53123604854697,5.50795972017098,20.019597884358976,5.841249035888719,memory_union,0.4294449583786043,0.12166615273250678,0.27555555555555555,0.061943821621183795,1.0147176673085656,0.9297267771358789,0.9722222222222222,0.01710533813148961,False,0.08840106749494997,0.051598932505050044,0.07,0.007406828681096328,0.8142258104946013,0.7217248067893495,0.7679753086419754,0.01861682990571847,0.8166397964106926,0.775547857910295,0.7960938271604938,0.008270198148290062,0.30783467985893376,0.2731468022759912,0.2904907410674625,0.006981311454843821,3,,,,,posterior_mean,,,,,-5.599155091340004,-10.571144347005356,-8.08514971917268,1.0006667447709685,task_potential,multi,,,,,,,,,0.09269021544317085,0.045157954302725345,0.0689240848729481,0.00956638290656326,0.0,0.0,0.0,0.0,0.6402645701355388,0.6270909858889065,0.6336777780122227,0.002651326659650933,1.6873721913764295,1.6522426234383858,1.6698074074074076,0.0070702064276823426,0.003749699757952707,0.0012873372790843296,0.0025185185185185185,0.0004955771461830439,"42,43,44",training_seed
bayes_qmix_independent,0.0,0.0,0.0,0.0,0.07585801787474702,0.0601814882980925,0.06801975308641976,0.003155071544634192,0.5092944953939864,0.11514994905045806,0.31222222222222223,0.07932586332711794,0.6297036264006357,0.12807415137714206,0.3788888888888889,0.10095837059200488,0.559235845655994,0.1603054595403546,0.3597706525981743,0.08028906547006243,3.1032641088372506,2.014513668940527,2.5588888888888888,0.21912283042808403,0.1836935161519321,0.05876431095927353,0.12122891355560282,0.02514335704658172,3.9138491130908157,2.4350397757980735,3.1744444444444446,0.29762641260728456,1.0,150.0,150.0,150.0,0.0,69.3358784486328,40.1737096666901,54.75479405766145,5.869202648062253,17.506238720572007,13.041133798622546,15.273686259597277,0.8986507768931362,memory_union,0.422108395121364,0.1156693826564138,0.2688888888888889,0.0616741737172352,1.004690636641519,0.9264204744695921,0.9655555555555555,0.015752718754175325,False,0.14211901321519957,0.038992097895911536,0.09055555555555556,0.020755409825802935,1.1189978320951202,0.5076194518554971,0.8133086419753086,0.12304652768117492,0.8717566507510839,0.7029445838168173,0.7873506172839506,0.033975258756782215,0.42212418874764784,0.1928572938276893,0.30749074128766857,0.046142448349398464,3,,,,,posterior_mean,,,,,-7.616547042047501,-9.58200554758737,-8.599276294817436,0.39556983404176727,task_potential,multi,,,,,,,,,0.10204943999260703,0.043589680871094175,0.0728195604318506,0.011765660352858281,0.0,0.0,0.0,0.0,0.7959225260058,0.5034941405549027,0.6497083332803514,0.0588543831252951,2.1024600689114346,1.322651042199676,1.7125555555555554,0.15694502143453426,0.003567452796815981,0.0012671151044185867,0.0024172839506172838,0.00046296790120823076,"42,43,44",training_seed
bayes_qmix_independent,0.0,0.0,0.0,0.0,0.0878105523523594,0.06199685505504801,0.07490370370370371,0.005195286457139989,0.4998047117561186,0.09130639935499255,0.29555555555555557,0.08221471437193748,0.6945738586476067,0.06542614135239327,0.37999999999999995,0.12662279942148386,0.3301852416502511,0.2559024886531115,0.2930438651516813,0.014950209425648975,2.3598788269717317,2.2312322841393795,2.2955555555555556,0.025891511550513533,0.2163467093860274,0.04098232140483321,0.1286645153954303,0.03529398440874382,2.9918850096349923,2.759226101476119,2.8755555555555556,0.04682512779045658,0.7,150.0,150.0,150.0,0.0,54.002226476947904,45.5798626606065,49.7910445687772,1.695092034595981,34.19937060754803,5.499891817070765,19.8496312123094,5.7760812707241485,memory_union,0.45973804922045336,0.0758175063351022,0.2677777777777778,0.07726817178094983,0.9537607421016788,0.9284614801205434,0.9411111111111111,0.005091750772173165,False,0.11794890751100504,0.05168072211862463,0.08481481481481483,0.013337190800022838,0.7605935330928723,0.6535546150552759,0.7070740740740741,0.021542742787394584,0.8264612692222267,0.7990053974444401,0.8127333333333334,0.005525791876042631,0.2877225754655323,0.2475829799641913,0.2676527777148618,0.008078528794281406,3,,,,,posterior_sample_independent,,,,,-6.225644246187541,-9.880804727704987,-8.053224486946265,0.735640676714634,task_potential,multi,,,,,,,,,0.06861396196985373,0.05906396812124634,0.06383896504555003,0.0019220398045268702,0.0,0.0,0.0,0.0,0.6305210737997562,0.5763233692996101,0.6034222215496832,0.01090787565045984,1.6613895343717275,1.5168623174801246,1.589125925925926,0.02908766938563597,0.003305078420983659,0.0013912178753126376,0.0023481481481481483,0.00038518518518518524,"42,43,44",training_seed
bayes_qmix_independent,0.0,0.0,0.0,0.0,0.1155937958873744,0.07373459917435399,0.09466419753086419,0.00842461718231135,0.3337468417714245,0.1240309360063533,0.2288888888888889,0.042207599807161295,0.42477632371736135,0.13966812072708307,0.2822222222222222,0.05738111703855715,0.4200134600016423,0.16875740788278534,0.29438543394221384,0.05056800464548386,2.8872278455288547,1.8416610433600344,2.3644444444444446,0.21043165513173523,0.13348546588640597,0.060123369619451125,0.09680441775292854,0.014764917276798146,3.599638039264625,2.284806405179819,2.942222222222222,0.2646241219653375,1.0,150.0,150.0,150.0,0.0,61.21863610665648,45.58022429220393,53.399430199430206,3.1473999317124357,16.546430292511165,14.532387958729768,15.539409125620466,0.4053478562286746,memory_union,0.31676458092214366,0.10990208574452302,0.21333333333333335,0.04163331998932266,1.001532927912365,0.9073559609765238,0.9544444444444444,0.0189541356769244,False,0.1037888436838488,0.06176671187170677,0.08277777777777778,0.008457409637576853,0.9386457903807142,0.46449988863163183,0.701572839506173,0.09542700348942267,0.8826376217180809,0.7438858350720425,0.8132617283950617,0.027925301430617628,0.3544921718564075,0.1766874587012885,0.265589815278848,0.035785126308375145,3,,,,,posterior_sample_independent,,,,,-7.501611548459731,-10.212982613287842,-8.857297080873787,0.5456928238966322,task_potential,multi,,,,,,,,,0.0874943860938955,0.06745707325368035,0.07747572967378792,0.0040327264567051905,0.0,0.0,0.0,0.0,0.7303669402783188,0.4645441701890623,0.5974555552336905,0.05349971457161198,1.927645175450732,1.2187844541788977,1.5732148148148148,0.14266590573236548,0.002357518868752822,0.001119024341123721,0.0017382716049382716,0.00024926045163253775,"42,43,44",training_seed
bayes_qmix_independent,0.0,0.0,0.0,0.0,0.136533521624997,0.07446400923920052,0.10549876543209875,0.012492162334792611,0.5205965800921882,0.04162564213003406,0.28111111111111114,0.09639809434108433,0.6770400298431091,0.03851552571244643,0.35777777777777775,0.12850997943667572,0.3671005353502165,0.2622875749625383,0.3146940551563774,0.021094744676175073,2.4377877029192216,2.0955456304141125,2.266666666666667,0.06887992773257273,0.23154865366051655,0.01669667377563136,0.12412266371807396,0.043241290409875385,3.119841192271502,2.546825474395165,2.8333333333333335,0.11532562594670802,0.7,150.0,150.0,150.0,0.0,54.85961032576203,39.1775942996779,47.01860231271996,3.156175752066825,28.324528985115293,9.30220470921718,18.813366847166236,3.8284490034750616,memory_union,0.45951491282283913,0.04270730939938311,0.2511111111111111,0.08388704928078612,1.0088037105083942,0.882307400602717,0.9455555555555556,0.025458753860865806,False,0.12977322576556466,0.05189344090110202,0.09083333333333334,0.015674151088517652,0.7886016442643519,0.6083613186986111,0.6984814814814815,0.03627531971329522,0.8379680499525152,0.793691209306744,0.8158296296296296,0.00891119423624292,0.2982256161241489,0.2306354951955785,0.2644305556598637,0.013603244659308433,3,,,,,posterior_sample_shared,,,,,-6.561147806100998,-10.134339779480165,-8.347743792790581,0.7191436257366972,task_potential,multi,,,,,,,,,0.12140460650092832,0.07036528549752438,0.09588494599922635,0.010272216728063322,0.0,0.0,0.0,0.0,0.6330582141159345,0.5306528976945376,0.5818555559052361,0.02061018022391667,1.6681552380238436,1.3950743916057864,1.531614814814815,0.054960481125957326,0.0036223165317822333,0.0008122513694523341,0.0022172839506172837,0.0005655560810753741,"42,43,44",training_seed
